sample_id,file,scenario_type,kind,idx,failed_u,failed_v,coverage_fixed_%,coverage_reopt_%,delta_pmus,components
intact,samples\intact.npz,intact,,,,,100.0,100.0,0.0,1
line_0_0,samples\line_0_0.npz,faulted,line,0,0,1,100.0,100.0,0.0,1
line_1_1,samples\line_1_1.npz,faulted,line,1,0,4,100.0,100.0,0.0,1
line_2_2,samples\line_2_2.npz,faulted,line,2,1,2,100.0,100.0,0.0,1
line_3_3,samples\line_3_3.npz,faulted,line,3,1,3,100.0,100.0,0.0,1
line_4_4,samples\line_4_4.npz,faulted,line,4,1,4,100.0,100.0,0.0,1
line_5_5,samples\line_5_5.npz,faulted,line,5,2,3,92.85714285714286,100.0,-1.0,1
line_6_6,samples\line_6_6.npz,faulted,line,6,3,4,100.0,100.0,-1.0,1
line_7_7,samples\line_7_7.npz,faulted,line,7,5,10,92.85714285714286,100.0,0.0,1
line_8_8,samples\line_8_8.npz,faulted,line,8,5,11,92.85714285714286,100.0,0.0,1
line_9_9,samples\line_9_9.npz,faulted,line,9,5,12,92.85714285714286,100.0,1.0,1
line_10_10,samples\line_10_10.npz,faulted,line,10,8,9,92.85714285714286,100.0,1.0,1
line_11_11,samples\line_11_11.npz,faulted,line,11,8,13,92.85714285714286,100.0,1.0,1
line_12_12,samples\line_12_12.npz,faulted,line,12,9,10,100.0,100.0,0.0,1
line_13_13,samples\line_13_13.npz,faulted,line,13,11,12,100.0,100.0,0.0,1
line_14_14,samples\line_14_14.npz,faulted,line,14,12,13,100.0,100.0,0.0,1
trafo_0_15,samples\trafo_0_15.npz,faulted,trafo,0,3,6,100.0,100.0,-1.0,1
trafo_1_16,samples\trafo_1_16.npz,faulted,trafo,1,3,8,100.0,100.0,-1.0,1
trafo_2_17,samples\trafo_2_17.npz,faulted,trafo,2,4,5,100.0,100.0,0.0,1
trafo_3_18,samples\trafo_3_18.npz,faulted,trafo,3,6,7,92.85714285714286,100.0,0.0,2
trafo_4_19,samples\trafo_4_19.npz,faulted,trafo,4,6,8,100.0,100.0,0.0,1
