sample_id,file,scenario_type,kind,idx,failed_u,failed_v,coverage_fixed_%,coverage_reopt_%,delta_pmus,components
intact,samples\intact.npz,intact,,,,,100.0,100.0,0.0,1
line_0_0,samples\line_0_0.npz,faulted,line,0,0,1,99.15254237288136,100.0,1.0,1
line_1_1,samples\line_1_1.npz,faulted,line,1,0,2,99.15254237288136,100.0,1.0,1
line_2_2,samples\line_2_2.npz,faulted,line,2,3,4,99.15254237288136,100.0,1.0,1
line_3_3,samples\line_3_3.npz,faulted,line,3,2,4,99.15254237288136,100.0,1.0,1
line_4_4,samples\line_4_4.npz,faulted,line,4,4,5,98.30508474576273,100.0,2.0,1
line_5_5,samples\line_5_5.npz,faulted,line,5,5,6,99.15254237288136,100.0,1.0,1
line_6_6,samples\line_6_6.npz,faulted,line,6,7,8,99.15254237288136,100.0,1.0,2
line_7_7,samples\line_7_7.npz,faulted,line,7,8,9,98.30508474576273,100.0,2.0,2
line_8_8,samples\line_8_8.npz,faulted,line,8,3,10,99.15254237288136,100.0,1.0,1
line_9_9,samples\line_9_9.npz,faulted,line,9,4,10,99.15254237288136,100.0,1.0,1
line_10_10,samples\line_10_10.npz,faulted,line,10,10,11,99.15254237288136,100.0,1.0,1
line_11_11,samples\line_11_11.npz,faulted,line,11,1,11,99.15254237288136,100.0,1.0,1
line_12_12,samples\line_12_12.npz,faulted,line,12,2,11,99.15254237288136,100.0,1.0,1
line_13_13,samples\line_13_13.npz,faulted,line,13,6,11,98.30508474576273,100.0,2.0,1
line_14_14,samples\line_14_14.npz,faulted,line,14,10,12,98.30508474576273,100.0,1.0,1
line_15_15,samples\line_15_15.npz,faulted,line,15,11,13,98.30508474576273,100.0,0.0,1
line_16_16,samples\line_16_16.npz,faulted,line,16,12,14,99.15254237288136,100.0,1.0,1
line_17_17,samples\line_17_17.npz,faulted,line,17,13,14,99.15254237288136,100.0,1.0,1
line_18_18,samples\line_18_18.npz,faulted,line,18,11,15,99.15254237288136,100.0,1.0,1
line_19_19,samples\line_19_19.npz,faulted,line,19,14,16,98.30508474576273,100.0,0.0,1
line_20_20,samples\line_20_20.npz,faulted,line,20,15,16,99.15254237288136,100.0,1.0,1
line_21_21,samples\line_21_21.npz,faulted,line,21,16,17,98.30508474576273,100.0,0.0,1
line_22_22,samples\line_22_22.npz,faulted,line,22,17,18,99.15254237288136,100.0,1.0,1
line_23_23,samples\line_23_23.npz,faulted,line,23,18,19,99.15254237288136,100.0,1.0,1
line_24_24,samples\line_24_24.npz,faulted,line,24,14,18,99.15254237288136,100.0,1.0,1
line_25_25,samples\line_25_25.npz,faulted,line,25,19,20,98.30508474576273,100.0,2.0,1
line_26_26,samples\line_26_26.npz,faulted,line,26,20,21,99.15254237288136,100.0,1.0,1
line_27_27,samples\line_27_27.npz,faulted,line,27,21,22,98.30508474576273,100.0,2.0,1
line_28_28,samples\line_28_28.npz,faulted,line,28,22,23,98.30508474576273,100.0,1.0,1
line_29_29,samples\line_29_29.npz,faulted,line,29,22,24,99.15254237288136,100.0,1.0,1
line_30_30,samples\line_30_30.npz,faulted,line,30,24,26,99.15254237288136,100.0,1.0,1
line_31_31,samples\line_31_31.npz,faulted,line,31,26,27,99.15254237288136,100.0,0.0,1
line_32_32,samples\line_32_32.npz,faulted,line,32,27,28,98.30508474576273,100.0,1.0,1
line_33_33,samples\line_33_33.npz,faulted,line,33,7,29,99.15254237288136,100.0,1.0,1
line_34_34,samples\line_34_34.npz,faulted,line,34,25,29,99.15254237288136,100.0,1.0,1
line_35_35,samples\line_35_35.npz,faulted,line,35,16,30,99.15254237288136,100.0,0.0,1
line_36_36,samples\line_36_36.npz,faulted,line,36,28,30,99.15254237288136,100.0,1.0,1
line_37_37,samples\line_37_37.npz,faulted,line,37,22,31,99.15254237288136,100.0,1.0,1
line_38_38,samples\line_38_38.npz,faulted,line,38,30,31,99.15254237288136,100.0,1.0,1
line_39_39,samples\line_39_39.npz,faulted,line,39,26,31,99.15254237288136,100.0,1.0,1
line_40_40,samples\line_40_40.npz,faulted,line,40,14,32,99.15254237288136,100.0,1.0,1
line_41_41,samples\line_41_41.npz,faulted,line,41,18,33,99.15254237288136,100.0,1.0,1
line_42_42,samples\line_42_42.npz,faulted,line,42,34,35,99.15254237288136,100.0,1.0,1
line_43_43,samples\line_43_43.npz,faulted,line,43,34,36,98.30508474576273,100.0,2.0,1
line_44_44,samples\line_44_44.npz,faulted,line,44,32,36,98.30508474576273,100.0,1.0,1
line_45_45,samples\line_45_45.npz,faulted,line,45,33,35,98.30508474576273,100.0,2.0,1
line_46_46,samples\line_46_46.npz,faulted,line,46,33,36,99.15254237288136,100.0,1.0,1
line_47_47,samples\line_47_47.npz,faulted,line,47,36,38,99.15254237288136,100.0,1.0,1
line_48_48,samples\line_48_48.npz,faulted,line,48,36,39,99.15254237288136,100.0,1.0,1
line_49_49,samples\line_49_49.npz,faulted,line,49,29,37,99.15254237288136,100.0,1.0,1
line_50_50,samples\line_50_50.npz,faulted,line,50,38,39,99.15254237288136,100.0,1.0,1
line_51_51,samples\line_51_51.npz,faulted,line,51,39,40,98.30508474576273,100.0,1.0,1
line_52_52,samples\line_52_52.npz,faulted,line,52,39,41,99.15254237288136,100.0,1.0,1
line_53_53,samples\line_53_53.npz,faulted,line,53,40,41,99.15254237288136,100.0,1.0,1
line_54_54,samples\line_54_54.npz,faulted,line,54,42,43,99.15254237288136,100.0,1.0,1
line_55_55,samples\line_55_55.npz,faulted,line,55,33,42,98.30508474576273,100.0,2.0,1
line_56_56,samples\line_56_56.npz,faulted,line,56,43,44,98.30508474576273,100.0,2.0,1
line_57_57,samples\line_57_57.npz,faulted,line,57,44,45,98.30508474576273,100.0,2.0,1
line_58_58,samples\line_58_58.npz,faulted,line,58,45,46,99.15254237288136,100.0,1.0,1
line_59_59,samples\line_59_59.npz,faulted,line,59,45,47,99.15254237288136,100.0,1.0,1
line_60_60,samples\line_60_60.npz,faulted,line,60,46,48,98.30508474576273,100.0,2.0,1
