sample_id,file,scenario_type,kind,idx,failed_u,failed_v,coverage_fixed_%,coverage_reopt_%,delta_pmus,components
intact,samples\intact.npz,intact,,,,,100.0,100.0,0.0,1
line_0_0,samples\line_0_0.npz,faulted,line,0,265,269,100.0,100.0,-2.0,2
line_1_1,samples\line_1_1.npz,faulted,line,1,270,271,100.0,100.0,-2.0,1
line_2_2,samples\line_2_2.npz,faulted,line,2,270,267,100.0,100.0,-2.0,1
line_3_3,samples\line_3_3.npz,faulted,line,3,270,267,100.0,100.0,-2.0,1
line_4_4,samples\line_4_4.npz,faulted,line,4,272,266,100.0,100.0,-2.0,1
line_5_5,samples\line_5_5.npz,faulted,line,5,272,266,100.0,100.0,-2.0,1
line_6_6,samples\line_6_6.npz,faulted,line,6,266,273,100.0,100.0,-2.0,2
line_7_7,samples\line_7_7.npz,faulted,line,7,273,275,100.0,100.0,-2.0,2
line_8_8,samples\line_8_8.npz,faulted,line,8,271,267,100.0,100.0,-2.0,1
line_9_9,samples\line_9_9.npz,faulted,line,9,267,290,100.0,100.0,-2.0,2
line_10_10,samples\line_10_10.npz,faulted,line,10,290,268,100.0,100.0,-2.0,2
line_11_11,samples\line_11_11.npz,faulted,line,11,272,298,99.66666666666669,100.0,-2.0,2
line_12_12,samples\line_12_12.npz,faulted,line,12,0,4,100.0,100.0,-1.0,1
line_13_13,samples\line_13_13.npz,faulted,line,13,1,5,100.0,100.0,-1.0,1
line_14_14,samples\line_14_14.npz,faulted,line,14,1,7,100.0,100.0,-2.0,1
line_15_15,samples\line_15_15.npz,faulted,line,15,2,6,100.0,100.0,-1.0,1
line_16_16,samples\line_16_16.npz,faulted,line,16,2,17,99.66666666666669,100.0,-2.0,1
line_17_17,samples\line_17_17.npz,faulted,line,17,2,128,100.0,100.0,-2.0,1
line_18_18,samples\line_18_18.npz,faulted,line,18,3,15,100.0,100.0,-2.0,1
line_19_19,samples\line_19_19.npz,faulted,line,19,4,8,100.0,100.0,-2.0,1
line_20_20,samples\line_20_20.npz,faulted,line,20,6,11,100.0,100.0,-2.0,1
line_21_21,samples\line_21_21.npz,faulted,line,21,6,109,100.0,100.0,-2.0,1
line_22_22,samples\line_22_22.npz,faulted,line,22,7,10,100.0,100.0,-2.0,1
line_23_23,samples\line_23_23.npz,faulted,line,23,7,13,100.0,100.0,-2.0,1
line_24_24,samples\line_24_24.npz,faulted,line,24,8,10,99.66666666666669,100.0,-1.0,1
line_25_25,samples\line_25_25.npz,faulted,line,25,10,12,100.0,100.0,-2.0,1
line_26_26,samples\line_26_26.npz,faulted,line,26,11,19,100.0,100.0,-2.0,1
line_27_27,samples\line_27_27.npz,faulted,line,27,12,18,100.0,100.0,-2.0,1
line_28_28,samples\line_28_28.npz,faulted,line,28,13,14,99.66666666666669,100.0,-2.0,1
line_29_29,samples\line_29_29.npz,faulted,line,29,14,30,100.0,100.0,-2.0,1
line_30_30,samples\line_30_30.npz,faulted,line,30,14,73,100.0,100.0,-2.0,1
line_31_31,samples\line_31_31.npz,faulted,line,31,14,74,100.0,100.0,-2.0,1
line_32_32,samples\line_32_32.npz,faulted,line,32,15,35,100.0,100.0,-3.0,1
line_33_33,samples\line_33_33.npz,faulted,line,33,17,19,100.0,100.0,-2.0,1
line_34_34,samples\line_34_34.npz,faulted,line,34,17,71,100.0,100.0,-2.0,1
line_35_35,samples\line_35_35.npz,faulted,line,35,18,20,100.0,100.0,-2.0,1
line_36_36,samples\line_36_36.npz,faulted,line,36,18,25,100.0,100.0,-2.0,1
line_37_37,samples\line_37_37.npz,faulted,line,37,19,22,100.0,100.0,-2.0,1
line_38_38,samples\line_38_38.npz,faulted,line,38,20,21,100.0,100.0,-2.0,1
