kind,idx,failed_u,failed_v,outages,avg_delta_pmus,max_delta_pmus,avg_cov_fixed,avg_cov_reopt,is_critical
line,0,265,269,1,0.0,0,100.0,100.0,False
line,1,270,271,1,0.0,0,100.0,100.0,False
line,2,270,267,1,0.0,0,100.0,100.0,False
line,3,270,267,1,0.0,0,100.0,100.0,False
line,4,272,266,1,0.0,0,100.0,100.0,False
line,5,272,266,1,0.0,0,100.0,100.0,False
line,6,266,273,1,0.0,0,100.0,100.0,False
line,7,273,275,1,0.0,0,100.0,100.0,False
line,8,271,267,1,0.0,0,100.0,100.0,False
line,9,267,290,1,0.0,0,100.0,100.0,False
line,10,290,268,1,0.0,0,100.0,100.0,False
line,11,272,298,1,0.0,0,99.66666666666667,100.0,False
line,12,0,4,1,0.0,0,100.0,100.0,False
line,13,1,5,1,0.0,0,100.0,100.0,False
line,14,1,7,1,0.0,0,100.0,100.0,False
line,15,2,6,1,0.0,0,100.0,100.0,False
line,16,2,17,1,-1.0,-1,99.66666666666667,100.0,False
line,17,2,128,1,0.0,0,100.0,100.0,False
line,18,3,15,1,0.0,0,100.0,100.0,False
line,19,4,8,1,0.0,0,100.0,100.0,False
line,20,6,11,1,-1.0,-1,100.0,100.0,False
line,21,6,109,1,0.0,0,100.0,100.0,False
line,22,7,10,1,-1.0,-1,100.0,100.0,False
line,23,7,13,1,0.0,0,100.0,100.0,False
line,24,8,10,1,1.0,1,99.66666666666667,100.0,True
line,25,10,12,1,0.0,0,100.0,100.0,False
line,26,11,19,1,0.0,0,100.0,100.0,False
line,27,12,18,1,0.0,0,100.0,100.0,False
line,28,13,14,1,0.0,0,99.66666666666667,100.0,False
line,29,14,30,1,0.0,0,100.0,100.0,False
line,30,14,73,1,0.0,0,100.0,100.0,False
line,31,14,74,1,0.0,0,100.0,100.0,False
line,32,15,35,1,-1.0,-1,100.0,100.0,False
line,33,17,19,1,0.0,0,100.0,100.0,False
line,34,17,71,1,0.0,0,100.0,100.0,False
line,35,18,20,1,0.0,0,100.0,100.0,False
line,36,18,25,1,0.0,0,100.0,100.0,False
line,37,19,22,1,0.0,0,100.0,100.0,False
line,38,20,21,1,0.0,0,100.0,100.0,False
line,39,21,23,1,0.0,0,100.0,100.0,False
line,40,22,230,1,1.0,1,99.66666666666667,100.0,True
line,41,23,24,1,0.0,0,100.0,100.0,False
line,42,24,25,1,0.0,0,100.0,100.0,False
line,43,24,231,1,1.0,1,99.66666666666667,100.0,True
line,44,26,31,1,0.0,0,100.0,100.0,False
line,45,26,33,1,0.0,0,99.66666666666667,100.0,False
line,46,26,34,1,0.0,0,100.0,100.0,False
line,47,27,35,1,-1.0,-1,99.66666666666667,100.0,False
line,48,28,59,1,0.0,0,100.0,100.0,False
line,49,28,62,1,0.0,0,100.0,100.0,False
line,50,28,63,1,0.0,0,100.0,100.0,False
line,51,29,72,1,0.0,0,100.0,100.0,False
line,52,30,31,1,0.0,0,100.0,100.0,False
line,53,30,33,1,0.0,0,100.0,100.0,False
line,54,30,34,1,0.0,0,100.0,100.0,False
line,55,30,42,1,0.0,0,100.0,100.0,False
line,56,30,73,1,0.0,0,100.0,100.0,False
line,57,30,74,1,0.0,0,100.0,100.0,False
line,58,31,34,1,0.0,0,100.0,100.0,False
line,59,31,36,1,0.0,0,100.0,100.0,False
line,60,32,35,1,-1.0,-1,100.0,100.0,False
line,61,33,41,1,0.0,0,100.0,100.0,False
line,62,34,42,1,0.0,0,100.0,100.0,False
line,63,34,43,1,0.0,0,100.0,100.0,False
line,64,35,39,1,0.0,0,100.0,100.0,False
line,65,36,37,1,0.0,0,100.0,100.0,False
line,66,36,41,1,0.0,0,100.0,100.0,False
line,67,36,45,1,0.0,0,99.66666666666667,100.0,False
line,68,37,40,1,0.0,0,100.0,100.0,False
line,69,37,46,1,0.0,0,100.0,100.0,False
line,70,38,51,1,0.0,0,100.0,100.0,False
line,71,38,61,1,0.0,0,100.0,100.0,False
line,72,39,67,1,0.0,0,100.0,100.0,False
line,73,40,60,1,0.0,0,100.0,100.0,False
line,74,40,91,1,0.0,0,99.66666666666667,100.0,False
line,75,41,86,1,0.0,0,100.0,100.0,False
line,76,42,43,1,1.0,1,99.66666666666667,100.0,True
line,77,43,44,1,0.0,0,100.0,100.0,False
line,78,44,47,1,1.0,1,99.66666666666667,100.0,True
line,79,45,46,1,0.0,0,100.0,100.0,False
line,80,46,47,1,0.0,0,100.0,100.0,False
line,81,47,48,1,1.0,1,100.0,100.0,True
line,82,48,49,1,1.0,1,99.66666666666667,100.0,True
line,83,48,54,1,0.0,0,100.0,100.0,False
line,84,49,50,1,0.0,0,100.0,100.0,False
line,85,50,52,1,1.0,1,99.66666666666667,100.0,True
line,86,51,53,1,1.0,1,99.66666666666667,100.0,True
line,87,53,55,1,0.0,0,100.0,100.0,False
line,88,53,122,1,0.0,0,100.0,100.0,False
line,89,54,235,1,0.0,0,99.66666666666667,100.0,False
line,90,56,189,1,2.0,2,99.66666666666667,100.0,True
line,91,56,65,1,0.0,0,100.0,100.0,False
line,92,57,58,1,0.0,0,100.0,100.0,False
line,93,57,236,1,0.0,0,99.66666666666667,100.0,False
line,94,58,59,1,0.0,0,100.0,100.0,False
line,95,58,60,1,0.0,0,100.0,100.0,False
line,96,59,63,1,0.0,0,100.0,100.0,False
line,97,59,237,1,0.0,0,99.66666666666667,100.0,False
line,98,60,62,1,0.0,0,100.0,100.0,False
line,99,60,65,1,0.0,0,100.0,100.0,False
line,100,61,72,1,0.0,0,100.0,100.0,False
line,101,61,239,1,0.0,0,99.66666666666667,100.0,False
line,102,62,63,1,0.0,0,100.0,100.0,False
line,103,63,64,1,0.0,0,100.0,100.0,False
line,104,63,66,1,0.0,0,100.0,100.0,False
line,105,63,238,1,1.0,1,99.66666666666667,100.0,True
line,106,63,240,1,1.0,1,99.66666666666667,100.0,True
line,107,64,65,1,0.0,0,100.0,100.0,False
line,108,64,68,1,0.0,0,99.66666666666667,100.0,False
line,109,65,189,1,2.0,2,100.0,100.0,True
line,110,66,189,1,0.0,0,100.0,100.0,False
line,111,67,172,1,0.0,0,100.0,100.0,False
line,112,67,173,1,0.0,0,99.66666666666667,100.0,False
line,113,69,70,1,0.0,0,100.0,100.0,False
line,114,70,71,1,1.0,1,99.66666666666667,100.0,True
line,115,70,233,1,1.0,1,99.66666666666667,100.0,True
line,116,73,75,1,0.0,0,100.0,100.0,False
line,117,74,76,1,0.0,0,100.0,100.0,False
line,118,75,77,1,0.0,0,100.0,100.0,False
line,119,75,78,1,0.0,0,99.66666666666667,100.0,False
line,120,76,83,1,0.0,0,100.0,100.0,False
line,121,76,85,1,0.0,0,99.66666666666667,100.0,False
line,122,77,78,1,0.0,0,99.66666666666667,100.0,False
line,123,78,81,1,0.0,0,100.0,100.0,False
line,124,78,82,1,0.0,0,100.0,100.0,False
line,125,78,83,1,0.0,0,100.0,100.0,False
line,126,79,81,1,0.0,0,100.0,100.0,False
line,127,79,82,1,0.0,0,99.66666666666667,100.0,False
line,128,80,86,1,0.0,0,99.66666666666667,100.0,False
line,129,80,87,1,0.0,0,100.0,100.0,False
line,130,80,88,1,0.0,0,100.0,100.0,False
line,131,80,89,1,0.0,0,99.66666666666667,100.0,False
line,132,81,82,1,0.0,0,100.0,100.0,False
line,133,82,84,1,0.0,0,100.0,100.0,False
line,134,83,85,1,0.0,0,100.0,100.0,False
line,135,84,87,1,0.0,0,100.0,100.0,False
line,136,84,232,1,0.0,0,99.66666666666667,100.0,False
line,137,85,86,1,0.0,0,100.0,100.0,False
line,138,85,89,1,0.0,0,100.0,100.0,False
line,139,87,234,1,0.0,0,99.66666666666667,100.0,False
line,140,88,89,1,0.0,0,100.0,100.0,False
line,141,88,91,1,0.0,0,100.0,100.0,False
line,142,88,92,1,0.0,0,100.0,100.0,False
line,143,89,90,1,0.0,0,100.0,100.0,False
